,id,home,away,exhibition,variable,change,change_player,change_minute
13522,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out0,SONER AYDOĞDU 65,SONER AYDOĞDU ,65
14965,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out1,CUSTODIO MIGUEL DIAS DE CASTRO 81,CUSTODIO MIGUEL DIAS DE CASTRO ,81
14994,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out1,ABDOU LWAHID SISSOKO 83,ABDOU LWAHID SISSOKO ,83
15472,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out1,RICARDO JORGE VAZ TE 73,RICARDO JORGE VAZ TE ,73
16915,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out2,LEOCISIO JULIO SAMI 46,LEOCISIO JULIO SAMI ,46
16944,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out2,SERGIO ANTONIO BORGES JUNIOR 75,SERGIO ANTONIO BORGES JUNIOR ,75
17422,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_out2,LEOCISIO JULIO SAMI 51,LEOCISIO JULIO SAMI ,51
22765,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in0,EMRE GÜRAL 59,EMRE GÜRAL ,59
22794,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in0,LUIS FRANCISCO GRANDO 73,LUIS FRANCISCO GRANDO ,73
23272,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in0,CHARLES FERNANDO BASILIO DA SILVA 72,CHARLES FERNANDO BASILIO DA SILVA ,72
24715,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in1,LUIS FRANCISCO GRANDO 77,LUIS FRANCISCO GRANDO ,77
24744,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in1,EMRE GÜRAL 61,EMRE GÜRAL ,61
25222,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in1,ZACHARIE LIONEL ENGUENE ONANA 81,ZACHARIE LIONEL ENGUENE ONANA ,81
26665,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in2,SAKIB AYTAÇ 88,SAKIB AYTAÇ ,88
26694,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in2,YEKTA KURTULUŞ 46,YEKTA KURTULUŞ ,46
27172,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_in2,ÖMER HASAN ŞİŞMANOĞLU 60,ÖMER HASAN ŞİŞMANOĞLU ,60
1315,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out0,YEKTA KURTULUŞ 59,YEKTA KURTULUŞ ,59
1344,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out0,ZEKİ YILDIRIM 73,ZEKİ YILDIRIM ,73
1822,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out0,YEKTA KURTULUŞ 72,YEKTA KURTULUŞ ,72
3265,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out1,RIDVAN ŞİMŞEK 77,RIDVAN ŞİMŞEK ,77
3294,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out1,MOSTAPHA EL KABIR 61,MOSTAPHA EL KABIR ,61
3772,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out1,RIDVAN ŞİMŞEK 81,RIDVAN ŞİMŞEK ,81
5215,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out2,MACIEL SOUSA CAMPOS RİCHARD DANILO 88,MACIEL SOUSA CAMPOS RİCHARD DANILO ,88
5244,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out2,CHARLES FERNANDO BASILIO DA SILVA 46,CHARLES FERNANDO BASILIO DA SILVA ,46
5722,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out2,SERGES FLAVIER MBILLA ETAME 60,SERGES FLAVIER MBILLA ETAME ,60
7165,1315,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out3,,,
7194,1344,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out3,,,
7672,1822,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_out3,,,
31286,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_in0,ERAY ATASEVEN 73,ERAY ATASEVEN ,73
33236,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_in1,ONURCAN GÜLER 88,ONURCAN GÜLER ,88
35186,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_in2,BİLAL KISA 90+3,BİLAL KISA ,90+3
11786,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_out0,ONUR AYIK 73,ONUR AYIK ,73
13736,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_out1,ELVIS KOFI OKYERE WIAFE MANU 88,ELVIS KOFI OKYERE WIAFE MANU ,88
15686,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,a_out2,HELDER JORGE LEAL RODRIGUES BARBOSA 90+3,HELDER JORGE LEAL RODRIGUES BARBOSA ,90+3
21536,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_in0,MEVLÜT ERDİNÇ 52,MEVLÜT ERDİNÇ ,52
23486,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_in1,SERDAR ÖZKAN 69,SERDAR ÖZKAN ,69
25436,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_in2,ABDELAZİZ BARRADA 79,ABDELAZİZ BARRADA ,79
86,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_out0,YEKTA KURTULUŞ 52,YEKTA KURTULUŞ ,52
2036,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_out1,DOĞUKAN SİNİK 69,DOĞUKAN SİNİK ,69
3986,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_out2,LUIS FRANCISCO GRANDO 79,LUIS FRANCISCO GRANDO ,79
5936,86,ANTALYASPOR A.Ş.,AKHİSARSPOR,ANTALYASPOR A.Ş. - AKHİSARSPOR,h_out3,,,
31477,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in0,MARKO JEVTOVIC 63,MARKO JEVTOVIC ,63
32474,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in0,RIAD BAJIC 69,RIAD BAJIC ,69
32842,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in0,ADIS JAHOVIC 77,ADIS JAHOVIC ,77
33427,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in1,DENI MILOSEVIC 73,DENI MILOSEVIC ,73
34424,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in1,VOLKAN FINDIKLI 73,VOLKAN FINDIKLI ,73
34792,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in1,WİLFRİED MOKE ABRO 90,WİLFRİED MOKE ABRO ,90
35377,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in2,CHRISTOPHER PAOLO CESAR HURTADO HUERTAS 82,CHRISTOPHER PAOLO CESAR HURTADO HUERTAS ,82
36374,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in2,ALBAN MEHA 82,ALBAN MEHA ,82
36742,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_in2,VOLKAN ŞEN 72,VOLKAN ŞEN ,72
11977,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out0,VOLKAN FINDIKLI 63,VOLKAN FINDIKLI ,63
12974,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out0,DIMITAR DIMITROV RANGELOV 69,DIMITAR DIMITROV RANGELOV ,69
13342,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out0,SAMUEL ETO O FILS 77,SAMUEL ETO O FILS ,77
13927,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out1,ADIS JAHOVIC 73,ADIS JAHOVIC ,73
14924,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out1,DENI MILOSEVIC 73,DENI MILOSEVIC ,73
15292,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out1,DENI MILOSEVIC 90,DENI MILOSEVIC ,90
15877,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out2,MORYKE FOFANA 82,MORYKE FOFANA ,82
16874,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out2,JENS JONSSON 82,JENS JONSSON ,82
17242,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,a_out2,MORYKE FOFANA 72,MORYKE FOFANA ,72
21727,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in0,HARUN ALPSOY 67,HARUN ALPSOY ,67
22724,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in0,MACIEL SOUSA CAMPOS RİCHARD DANILO 61,MACIEL SOUSA CAMPOS RİCHARD DANILO ,61
23092,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in0,DENİZ KADAH 68,DENİZ KADAH ,68
23677,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in1,BOZA JEAN ARMEL DROLE 56,BOZA JEAN ARMEL DROLE ,56
24674,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in1,EMRE GÜRAL 61,EMRE GÜRAL ,61
25042,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in1,HARUN ALPSOY 90,HARUN ALPSOY ,90
25627,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in2,YEKTA KURTULUŞ 56,YEKTA KURTULUŞ ,56
26624,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in2,MILAN JEVTOVIC 64,MILAN JEVTOVIC ,64
26992,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_in2,LUIS FRANCISCO GRANDO 92,LUIS FRANCISCO GRANDO ,92
277,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out0,DOĞUKAN SİNİK 67,DOĞUKAN SİNİK ,67
1274,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out0,JEAN II MAKOUN 61,JEAN II MAKOUN ,61
1642,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out0,EMRE GÜRAL 68,EMRE GÜRAL ,68
2227,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out1,MACIEL SOUSA CAMPOS RİCHARD DANILO 56,MACIEL SOUSA CAMPOS RİCHARD DANILO ,56
3224,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out1,CHARLES FERNANDO BASILIO DA SILVA 61,CHARLES FERNANDO BASILIO DA SILVA ,61
3592,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out1,MILAN JEVTOVIC 90,MILAN JEVTOVIC ,90
4177,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out2,WILLIAM VAINQUEUR 56,WILLIAM VAINQUEUR ,56
5174,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out2,AMADAIYA RENNIE 64,AMADAIYA RENNIE ,64
5542,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out2,NAZIM SANGARE 92,NAZIM SANGARE ,92
6127,277,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out3,,,
7124,1274,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out3,,,
7492,1642,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,ANTALYASPOR A.Ş. - ATİKER KONYASPOR,h_out3,,,
31335,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in0,JOSEF SURAL 80,JOSEF SURAL ,80
32521,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in0,ISMAİL AİSSATİ 83,ISMAİL AİSSATİ ,83
32677,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in0,CENK AHMET ALKILIÇ 61,CENK AHMET ALKILIÇ ,61
33285,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in1,LUCAS MARTIN VILLAFANEZ 46,LUCAS MARTIN VILLAFANEZ ,46
34471,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in1,GLYNOR ORVİL PLET 77,GLYNOR ORVİL PLET ,77
34627,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in1,YUSUF SERDAR ÇOBAN 61,YUSUF SERDAR ÇOBAN ,61
36421,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in2,BERKAN EMİR 65,BERKAN EMİR ,65
36577,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_in2,EMRE NEFİZ 79,EMRE NEFİZ ,79
11835,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out0,OZAN TUFAN 80,OZAN TUFAN ,80
13021,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out0,EMRE AKBABA 83,EMRE AKBABA ,83
13177,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out0,LAMİNE GASSAMA 61,LAMİNE GASSAMA ,61
13785,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out1,ISAAC SACKEY 46,ISAAC SACKEY ,46
14971,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out1,KENNETH JOSIAH OMERUO 77,KENNETH JOSIAH OMERUO ,77
15127,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out1,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA 61,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA ,61
16921,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out2,WILDE DONALD GUERRIER 65,WILDE DONALD GUERRIER ,65
17077,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_out2,IOANNIS MANIATIS 79,IOANNIS MANIATIS ,79
21585,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in0,ZEKİ YILDIRIM 88,ZEKİ YILDIRIM ,88
22771,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in0,SALİH DURSUN 87,SALİH DURSUN ,87
22927,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in0,MUSA NİZAM 89,MUSA NİZAM ,89
23535,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in1,DOĞUKAN SİNİK 85,DOĞUKAN SİNİK ,85
24721,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in1,RAMON DE MORAES MOTTA 50,RAMON DE MORAES MOTTA ,50
24877,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in1,YEKTA KURTULUŞ 79,YEKTA KURTULUŞ ,79
25485,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in2,BOZA JEAN ARMEL DROLE 78,BOZA JEAN ARMEL DROLE ,78
26671,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in2,YEKTA KURTULUŞ 69,YEKTA KURTULUŞ ,69
26827,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_in2,HARUN ALPSOY 88,HARUN ALPSOY ,88
135,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out0,CHARLES FERNANDO BASILIO DA SILVA 88,CHARLES FERNANDO BASILIO DA SILVA ,88
1321,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out0,RAMON DE MORAES MOTTA 87,RAMON DE MORAES MOTTA ,87
1477,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out0,EMRE GÜRAL 89,EMRE GÜRAL ,89
2085,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out1,ALFREDO KULEMBE RIBEIRO 85,ALFREDO KULEMBE RIBEIRO ,85
3271,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out1,MACIEL SOUSA CAMPOS RİCHARD DANILO 50,MACIEL SOUSA CAMPOS RİCHARD DANILO ,50
3427,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out1,CHARLES FERNANDO BASILIO DA SILVA 79,CHARLES FERNANDO BASILIO DA SILVA ,79
4035,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out2,AMILTON MINERVINO DA SILVA 78,AMILTON MINERVINO DA SILVA ,78
5221,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out2,CHARLES FERNANDO BASILIO DA SILVA 69,CHARLES FERNANDO BASILIO DA SILVA ,69
5377,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out2,WILLIAM VAINQUEUR 88,WILLIAM VAINQUEUR ,88
5985,135,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out3,,,
7171,1321,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out3,,,
7327,1477,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_out3,,,
31496,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in0,CYLE CHRISTOPHER LARIN 58,CYLE CHRISTOPHER LARIN ,58
32407,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in0,CENK TOSUN 57,CENK TOSUN ,57
32606,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in0,GÖKHAN GÖNÜL 76,GÖKHAN GÖNÜL ,76
32889,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in0,KERİM FREİ 69,KERİM FREİ ,69
33446,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in1,GARY ALEXIS MEDEL SOTO 68,GARY ALEXIS MEDEL SOTO ,68
34357,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in1,MATEJ MITROVIC 70,MATEJ MITROVIC ,70
34556,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in1,TOLGAY ALİ ARSLAN 69,TOLGAY ALİ ARSLAN ,69
34839,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_in1,CENK TOSUN 79,CENK TOSUN ,79
